Hierarchical_equality Compare Summary
checkpoint: models/hierarchical_equality_mlp_seed43.pt
seed: 43
device: cpu
requested_device: <auto>
target_vars: WX, YZ
pair_sizes: train=512, calibration=512, test=2048
factual_validation_exact_acc: 0.9995

GW
solver: epsilon_used=0.05, method=gw
selected soft matches:
WX: top_k=23, lambda=4.0, top_site=L3-d63, selection=(exact=0.5156, gold prob=0.5147), calibration=(exact=0.5156, gold prob=0.5147), test=(exact=0.5522, gold prob=0.5535)
YZ: top_k=33, lambda=4.0, top_site=L3-d63, selection=(exact=0.5410, gold prob=0.5404), calibration=(exact=0.5410, gold prob=0.5404), test=(exact=0.5200, gold prob=0.5210)

OT
solver: epsilon_used=0.05, method=ot
selected soft matches:
WX: top_k=11, lambda=4.0, top_site=L0-d33, selection=(exact=0.6914, gold prob=0.6891), calibration=(exact=0.6914, gold prob=0.6891), test=(exact=0.7383, gold prob=0.7380)
YZ: top_k=8, lambda=4.0, top_site=L0-d20, selection=(exact=0.7617, gold prob=0.7600), calibration=(exact=0.7617, gold prob=0.7600), test=(exact=0.7456, gold prob=0.7449)

FGW
solver: alpha=0.5, epsilon_used=0.05, method=fgw
selected soft matches:
WX: top_k=30, lambda=4.0, top_site=L3-d63, selection=(exact=0.5625, gold prob=0.5533), calibration=(exact=0.5625, gold prob=0.5533), test=(exact=0.5879, gold prob=0.5876)
YZ: top_k=1, lambda=4.0, top_site=L0-d0, selection=(exact=0.5059, gold prob=0.5013), calibration=(exact=0.5059, gold prob=0.5013), test=(exact=0.4883, gold prob=0.4896)

DAS
training: min_epochs=5, plateau_patience=2, plateau_rel_delta=0.01, type=plateau_on_train_loss
selected sites:
WX: site=L1-k32, layer=1, subspace_dim=32, epochs_ran=50, selection=(exact=0.9219, gold prob=0.9214), calibration=(exact=0.9219, gold prob=0.9214), test=(exact=0.9150, gold prob=0.9118)
YZ: site=L1-k16, layer=1, subspace_dim=16, epochs_ran=50, selection=(exact=0.9512, gold prob=0.9459), calibration=(exact=0.9512, gold prob=0.9459), test=(exact=0.9272, gold prob=0.9250)

Average Summary
DAS: exact_acc=0.9211, mean_true_class_prob=0.9184, runtime_s=16.20
FGW: exact_acc=0.5381, mean_true_class_prob=0.5386, runtime_s=7.05
GW: exact_acc=0.5361, mean_true_class_prob=0.5372, runtime_s=7.30
OT: exact_acc=0.7419, mean_true_class_prob=0.7415, runtime_s=7.28

------------------------------------------------------------------------

Candidate Sweeps

GW
calibration sweep:
WX:
WX [selected]: top_k=23, lambda=4, top_site=L3-d63, exact=0.5156, gold prob=0.5147
YZ: top_k=77, lambda=2.5, top_site=L0-d20, exact=0.5078, gold prob=0.5118
YZ: top_k=77, lambda=2.75, top_site=L0-d20, exact=0.5195, gold prob=0.5210
YZ: top_k=77, lambda=3, top_site=L0-d20, exact=0.5293, gold prob=0.5314
YZ: top_k=77, lambda=3.25, top_site=L0-d20, exact=0.5371, gold prob=0.5434
YZ: top_k=77, lambda=3.5, top_site=L0-d20, exact=0.5547, gold prob=0.5579
YZ: top_k=77, lambda=3.75, top_site=L0-d20, exact=0.5723, gold prob=0.5730
YZ: top_k=77, lambda=4, top_site=L0-d20, exact=0.5859, gold prob=0.5874
YZ: top_k=78, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=78, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=78, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=78, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=78, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=78, lambda=1.5, top_site=L0-d20, exact=0.5000, gold prob=0.4991
YZ: top_k=78, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5001
YZ: top_k=78, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5015
YZ: top_k=78, lambda=2.25, top_site=L0-d20, exact=0.5039, gold prob=0.5050
YZ: top_k=78, lambda=2.5, top_site=L0-d20, exact=0.5078, gold prob=0.5111
YZ: top_k=78, lambda=2.75, top_site=L0-d20, exact=0.5195, gold prob=0.5200
YZ: top_k=78, lambda=3, top_site=L0-d20, exact=0.5293, gold prob=0.5303
YZ: top_k=78, lambda=3.25, top_site=L0-d20, exact=0.5352, gold prob=0.5419
YZ: top_k=78, lambda=3.5, top_site=L0-d20, exact=0.5527, gold prob=0.5561
YZ: top_k=78, lambda=3.75, top_site=L0-d20, exact=0.5723, gold prob=0.5711
YZ: top_k=78, lambda=4, top_site=L0-d20, exact=0.5801, gold prob=0.5854
YZ: top_k=79, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=79, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=79, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=79, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=79, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=79, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4991
YZ: top_k=79, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5001
YZ: top_k=79, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5014
YZ: top_k=79, lambda=2.25, top_site=L0-d20, exact=0.5039, gold prob=0.5046
YZ: top_k=79, lambda=2.5, top_site=L0-d20, exact=0.5078, gold prob=0.5104
YZ: top_k=79, lambda=2.75, top_site=L0-d20, exact=0.5137, gold prob=0.5190
YZ: top_k=79, lambda=3, top_site=L0-d20, exact=0.5293, gold prob=0.5291
YZ: top_k=79, lambda=3.25, top_site=L0-d20, exact=0.5352, gold prob=0.5404
YZ: top_k=79, lambda=3.5, top_site=L0-d20, exact=0.5469, gold prob=0.5541
YZ: top_k=79, lambda=3.75, top_site=L0-d20, exact=0.5723, gold prob=0.5691
YZ: top_k=79, lambda=4, top_site=L0-d20, exact=0.5801, gold prob=0.5834
YZ: top_k=80, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=80, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=80, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=80, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=80, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=80, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4990
YZ: top_k=80, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5000
YZ: top_k=80, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5012
YZ: top_k=80, lambda=2.25, top_site=L0-d20, exact=0.5039, gold prob=0.5042
YZ: top_k=80, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5098
YZ: top_k=80, lambda=2.75, top_site=L0-d20, exact=0.5117, gold prob=0.5181
YZ: top_k=80, lambda=3, top_site=L0-d20, exact=0.5273, gold prob=0.5280
YZ: top_k=80, lambda=3.25, top_site=L0-d20, exact=0.5352, gold prob=0.5390
YZ: top_k=80, lambda=3.5, top_site=L0-d20, exact=0.5469, gold prob=0.5523
YZ: top_k=80, lambda=3.75, top_site=L0-d20, exact=0.5684, gold prob=0.5673
YZ: top_k=80, lambda=4, top_site=L0-d20, exact=0.5781, gold prob=0.5816
YZ: top_k=81, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=81, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=81, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=81, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=81, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=81, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4990
YZ: top_k=81, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5000
YZ: top_k=81, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5011
YZ: top_k=81, lambda=2.25, top_site=L0-d20, exact=0.5039, gold prob=0.5039
YZ: top_k=81, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5092
YZ: top_k=81, lambda=2.75, top_site=L0-d20, exact=0.5117, gold prob=0.5173
YZ: top_k=81, lambda=3, top_site=L0-d20, exact=0.5254, gold prob=0.5271
YZ: top_k=81, lambda=3.25, top_site=L0-d20, exact=0.5332, gold prob=0.5378
YZ: top_k=81, lambda=3.5, top_site=L0-d20, exact=0.5449, gold prob=0.5507
YZ: top_k=81, lambda=3.75, top_site=L0-d20, exact=0.5684, gold prob=0.5655
YZ: top_k=81, lambda=4, top_site=L0-d20, exact=0.5781, gold prob=0.5799
YZ: top_k=82, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=82, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=82, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=82, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=82, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=82, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4989
YZ: top_k=82, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4999
YZ: top_k=82, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5010
YZ: top_k=82, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5036
YZ: top_k=82, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5087
YZ: top_k=82, lambda=2.75, top_site=L0-d20, exact=0.5117, gold prob=0.5164
YZ: top_k=82, lambda=3, top_site=L0-d20, exact=0.5254, gold prob=0.5260
YZ: top_k=82, lambda=3.25, top_site=L0-d20, exact=0.5332, gold prob=0.5365
YZ: top_k=82, lambda=3.5, top_site=L0-d20, exact=0.5449, gold prob=0.5491
YZ: top_k=82, lambda=3.75, top_site=L0-d20, exact=0.5645, gold prob=0.5636
YZ: top_k=82, lambda=4, top_site=L0-d20, exact=0.5781, gold prob=0.5780
YZ: top_k=83, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=83, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=83, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=83, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=83, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=83, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4989
YZ: top_k=83, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4999
YZ: top_k=83, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5009
YZ: top_k=83, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5034
YZ: top_k=83, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5082
YZ: top_k=83, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5156
YZ: top_k=83, lambda=3, top_site=L0-d20, exact=0.5254, gold prob=0.5250
YZ: top_k=83, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5353
YZ: top_k=83, lambda=3.5, top_site=L0-d20, exact=0.5410, gold prob=0.5475
YZ: top_k=83, lambda=3.75, top_site=L0-d20, exact=0.5605, gold prob=0.5619
YZ: top_k=83, lambda=4, top_site=L0-d20, exact=0.5781, gold prob=0.5762
YZ: top_k=84, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=84, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=84, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=84, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=84, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=84, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4988
YZ: top_k=84, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4998
YZ: top_k=84, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5008
YZ: top_k=84, lambda=2.25, top_site=L0-d20, exact=0.5000, gold prob=0.5031
YZ: top_k=84, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5078
YZ: top_k=84, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5149
YZ: top_k=84, lambda=3, top_site=L0-d20, exact=0.5234, gold prob=0.5240
YZ: top_k=84, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5341
YZ: top_k=84, lambda=3.5, top_site=L0-d20, exact=0.5371, gold prob=0.5459
YZ: top_k=84, lambda=3.75, top_site=L0-d20, exact=0.5547, gold prob=0.5600
YZ: top_k=84, lambda=4, top_site=L0-d20, exact=0.5742, gold prob=0.5744
YZ: top_k=85, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=85, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=85, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=85, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=85, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=85, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4988
YZ: top_k=85, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4998
YZ: top_k=85, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5007
YZ: top_k=85, lambda=2.25, top_site=L0-d20, exact=0.5000, gold prob=0.5029
YZ: top_k=85, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5073
YZ: top_k=85, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5142
YZ: top_k=85, lambda=3, top_site=L0-d20, exact=0.5234, gold prob=0.5231
YZ: top_k=85, lambda=3.25, top_site=L0-d20, exact=0.5293, gold prob=0.5330
YZ: top_k=85, lambda=3.5, top_site=L0-d20, exact=0.5371, gold prob=0.5445
YZ: top_k=85, lambda=3.75, top_site=L0-d20, exact=0.5547, gold prob=0.5583
YZ: top_k=85, lambda=4, top_site=L0-d20, exact=0.5723, gold prob=0.5726
YZ: top_k=86, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=86, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=86, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=86, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=86, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=86, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4991
YZ: top_k=86, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5001
YZ: top_k=86, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5013
YZ: top_k=86, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5037
YZ: top_k=86, lambda=2.5, top_site=L0-d20, exact=0.5059, gold prob=0.5084
YZ: top_k=86, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5155
YZ: top_k=86, lambda=3, top_site=L0-d20, exact=0.5254, gold prob=0.5248
YZ: top_k=86, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5352
YZ: top_k=86, lambda=3.5, top_site=L0-d20, exact=0.5410, gold prob=0.5470
YZ: top_k=86, lambda=3.75, top_site=L0-d20, exact=0.5586, gold prob=0.5604
YZ: top_k=86, lambda=4, top_site=L0-d20, exact=0.5742, gold prob=0.5738
YZ: top_k=87, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=87, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=87, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=87, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=87, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=87, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4990
YZ: top_k=87, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5000
YZ: top_k=87, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5012
YZ: top_k=87, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5034
YZ: top_k=87, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5079
YZ: top_k=87, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5148
YZ: top_k=87, lambda=3, top_site=L0-d20, exact=0.5254, gold prob=0.5239
YZ: top_k=87, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5341
YZ: top_k=87, lambda=3.5, top_site=L0-d20, exact=0.5410, gold prob=0.5456
YZ: top_k=87, lambda=3.75, top_site=L0-d20, exact=0.5566, gold prob=0.5588
YZ: top_k=87, lambda=4, top_site=L0-d20, exact=0.5723, gold prob=0.5722
YZ: top_k=88, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=88, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=88, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=88, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=88, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=88, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4990
YZ: top_k=88, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.5000
YZ: top_k=88, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5011
YZ: top_k=88, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5033
YZ: top_k=88, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5076
YZ: top_k=88, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5144
YZ: top_k=88, lambda=3, top_site=L0-d20, exact=0.5234, gold prob=0.5232
YZ: top_k=88, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5332
YZ: top_k=88, lambda=3.5, top_site=L0-d20, exact=0.5391, gold prob=0.5445
YZ: top_k=88, lambda=3.75, top_site=L0-d20, exact=0.5547, gold prob=0.5576
YZ: top_k=88, lambda=4, top_site=L0-d20, exact=0.5723, gold prob=0.5708
YZ: top_k=89, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=89, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=89, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=89, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=89, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4983
YZ: top_k=89, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4989
YZ: top_k=89, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4999
YZ: top_k=89, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5010
YZ: top_k=89, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5031
YZ: top_k=89, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5072
YZ: top_k=89, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5137
YZ: top_k=89, lambda=3, top_site=L0-d20, exact=0.5234, gold prob=0.5224
YZ: top_k=89, lambda=3.25, top_site=L0-d20, exact=0.5312, gold prob=0.5322
YZ: top_k=89, lambda=3.5, top_site=L0-d20, exact=0.5391, gold prob=0.5433
YZ: top_k=89, lambda=3.75, top_site=L0-d20, exact=0.5527, gold prob=0.5561
YZ: top_k=89, lambda=4, top_site=L0-d20, exact=0.5723, gold prob=0.5694
YZ: top_k=90, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=90, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=90, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=90, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=90, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=90, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4989
YZ: top_k=90, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4999
YZ: top_k=90, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5009
YZ: top_k=90, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5029
YZ: top_k=90, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5069
YZ: top_k=90, lambda=2.75, top_site=L0-d20, exact=0.5098, gold prob=0.5133
YZ: top_k=90, lambda=3, top_site=L0-d20, exact=0.5195, gold prob=0.5217
YZ: top_k=90, lambda=3.25, top_site=L0-d20, exact=0.5293, gold prob=0.5314
YZ: top_k=90, lambda=3.5, top_site=L0-d20, exact=0.5391, gold prob=0.5421
YZ: top_k=90, lambda=3.75, top_site=L0-d20, exact=0.5527, gold prob=0.5548
YZ: top_k=90, lambda=4, top_site=L0-d20, exact=0.5703, gold prob=0.5679
YZ: top_k=91, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=91, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=91, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=91, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=91, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=91, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4989
YZ: top_k=91, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4999
YZ: top_k=91, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5008
YZ: top_k=91, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5027
YZ: top_k=91, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5065
YZ: top_k=91, lambda=2.75, top_site=L0-d20, exact=0.5078, gold prob=0.5126
YZ: top_k=91, lambda=3, top_site=L0-d20, exact=0.5176, gold prob=0.5209
YZ: top_k=91, lambda=3.25, top_site=L0-d20, exact=0.5293, gold prob=0.5304
YZ: top_k=91, lambda=3.5, top_site=L0-d20, exact=0.5352, gold prob=0.5409
YZ: top_k=91, lambda=3.75, top_site=L0-d20, exact=0.5527, gold prob=0.5533
YZ: top_k=91, lambda=4, top_site=L0-d20, exact=0.5684, gold prob=0.5663
YZ: top_k=92, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=92, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=92, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=92, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=92, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=92, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4988
YZ: top_k=92, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4998
YZ: top_k=92, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5007
YZ: top_k=92, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5025
YZ: top_k=92, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5060
YZ: top_k=92, lambda=2.75, top_site=L0-d20, exact=0.5078, gold prob=0.5120
YZ: top_k=92, lambda=3, top_site=L0-d20, exact=0.5156, gold prob=0.5199
YZ: top_k=92, lambda=3.25, top_site=L0-d20, exact=0.5293, gold prob=0.5293
YZ: top_k=92, lambda=3.5, top_site=L0-d20, exact=0.5332, gold prob=0.5395
YZ: top_k=92, lambda=3.75, top_site=L0-d20, exact=0.5469, gold prob=0.5516
YZ: top_k=92, lambda=4, top_site=L0-d20, exact=0.5645, gold prob=0.5646
YZ: top_k=93, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=93, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=93, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=93, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=93, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=93, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4987
YZ: top_k=93, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4997
YZ: top_k=93, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5007
YZ: top_k=93, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5023
YZ: top_k=93, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5057
YZ: top_k=93, lambda=2.75, top_site=L0-d20, exact=0.5078, gold prob=0.5114
YZ: top_k=93, lambda=3, top_site=L0-d20, exact=0.5156, gold prob=0.5191
YZ: top_k=93, lambda=3.25, top_site=L0-d20, exact=0.5293, gold prob=0.5283
YZ: top_k=93, lambda=3.5, top_site=L0-d20, exact=0.5312, gold prob=0.5383
YZ: top_k=93, lambda=3.75, top_site=L0-d20, exact=0.5469, gold prob=0.5501
YZ: top_k=93, lambda=4, top_site=L0-d20, exact=0.5625, gold prob=0.5630
YZ: top_k=94, lambda=0.25, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=94, lambda=0.5, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=94, lambda=0.75, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=94, lambda=1, top_site=L0-d20, exact=0.4980, gold prob=0.4981
YZ: top_k=94, lambda=1.25, top_site=L0-d20, exact=0.4980, gold prob=0.4982
YZ: top_k=94, lambda=1.5, top_site=L0-d20, exact=0.4980, gold prob=0.4987
YZ: top_k=94, lambda=1.75, top_site=L0-d20, exact=0.5000, gold prob=0.4997
YZ: top_k=94, lambda=2, top_site=L0-d20, exact=0.5000, gold prob=0.5006
YZ: top_k=94, lambda=2.25, top_site=L0-d20, exact=0.5020, gold prob=0.5022
YZ: top_k=94, lambda=2.5, top_site=L0-d20, exact=0.5039, gold prob=0.5054
YZ: top_k=94, lambda=2.75, top_site=L0-d20, exact=0.5078, gold prob=0.5109
YZ: top_k=94, lambda=3, top_site=L0-d20, exact=0.5156, gold prob=0.5184
YZ: top_k=94, lambda=3.25, top_site=L0-d20, exact=0.5273, gold prob=0.5275
YZ: top_k=94, lambda=3.5, top_site=L0-d20, exact=0.5312, gold prob=0.5373
YZ: top_k=94, lambda=3.75, top_site=L0-d20, exact=0.5430, gold prob=0.5488
YZ: top_k=94, lambda=4, top_site=L0-d20, exact=0.5605, gold prob=0.5615
